Date,Invoice No,Item,Qty,Rate,Amount,Customer,Payment Method,Depot,Balance Owing
17/06/2026,INV3959,12mm Iron Rod (length),9,8500,76500,Site 4 Contractors,Part Payment,Ikorodu Branch,16480
30/06/2026,INV1246,Stepping Tiles (carton),53,6726,356478,Zenith Builders,part payment,Main Yard,0
05/05/2026,INV2883,Paint Emulsion (20L),10,25718,257180,Eng. Okafor,part payment,Main Yard,0
04-Jul-2026,INV6851,Sharp Sand (trip),1,85000,85000,Zenith Builders,Transfer,Main Yard,0
06/06/2026,INV6473,Paint Emulsion (20L),1,28000,28000,Zenith Builders,part payment,Main Yard,5802
11/05/2026,INV8097,Dangote Cement (bag),85,9500,807500,Chief Nwosu,Part Payment,Main Yard,0
08/05/2026,INV2424,Blocks 6in (piece),501,380,190380,Mrs Adebayo,credit,Main Yard,0
09/06/2026,INV4687,Sharp Sand (trip),1,85000,85000,Mrs Adebayo,Part Payment,Main Yard,0
04/05/2026,INV7177, SHARP SAND (TRIP) ,3,75577,226731,Alhaji Bello,POS,Ojo Branch,0
02/06/2026,INV1467,Blocks 6in (piece),592,352,208384,Grace Ventures,POS,Ikorodu Branch,76615
24/06/2026,INV8150,Blocks 6in (piece),195,380,74100,Grace Ventures,Part Payment,Main Yard,0
30/06/2026,INV4402,Aluminium Roofing (m2),118,6214,733252,Zenith Builders,Part Payment,Main Yard,0
07/07/2026,INV3874,Paint Emulsion (20L),2,28000,56000,Mrs Adebayo,Credit,Ojo Branch,0
24/06/2026,INV5026,Dangote Cement (bag),192,9053,1738176,Chief Nwosu,POS,Main Yard,0
10/07/2026,INV4822, BUA CEMENT (BAG) ,170,"N8,228",1398760,Eng. Okafor,Part Payment,Main Yard,0
15/07/2026,INV8770,PVC Pipe 4in (length),30,4200,126000,Kola & Sons,Part Payment,Main Yard,0
13/05/2026,INV9915,Blocks 6in (piece),341,380,129580,Chief Nwosu,pos,Ojo Branch,0
23/07/2026,INV3705,12mm Iron Rod (length),37,8500,314500,Kola & Sons,Transfer,Main Yard,0
23/07/2026,INV1798,Granite 3/4 (trip),3,128301,384903,Site 12 Rehab,Part Payment,Main Yard,216842
11/07/2026,INV1147,16mm Iron Rod (length),18,14500,261000,Alhaji Bello,transfer,Ikorodu Branch,0
24/07/2026,INV6365,PVC Pipe 4in (length),33,4200,138600,Kola & Sons,Part Payment,Main Yard,0
22/05/2026,INV7947,16mm Iron Rod (length),6,14500,87000,Grace Ventures,pos,Main Yard,0
25-Jun-2026,INV2866,12mm Iron Rod (length),10,8500,85000,Kola & Sons,POS,Ojo Branch,0
24/05/2026,INV4931,Stepping Tiles (carton),60,7046,422760,Chief Nwosu,credit,Main Yard,179923
2026-06-16,INV5642,Blocks 9in (piece),415,450,186750,Chief Nwosu,transfer,Main Yard,0
06/06/2026,INV1235,Blocks 6in (piece),720,359,258480,Eng. Okafor,transfer,Ikorodu Branch,0
08/05/2026,INV3200,16mm Iron Rod (length),30,14500,435000,Kola & Sons,POS,Ikorodu Branch,0
18/05/2026,INV4641,Granite 3/4 (trip),3,135162,405486,Kola & Sons,credit,Main Yard,0
05/06/2026,INV1373,Nails 3in (kg),9,1800,16200,Mrs Adebayo,cash,Main Yard,0
29/05/2026,INV8929,Sharp Sand (trip),2,85000,170000,Grace Ventures,Part Payment,Main Yard,0
25/07/2026,INV1152,Binding Wire (roll),3,12000,36000,Walk-in,Part Payment,Ikorodu Branch,0
06-Jun-2026,INV4541, DANGOTE CEMENT (BAG) ,104,9500,988000,Zenith Builders,transfer,Main Yard,0
21/07/2026,INV8596,Blocks 6in (piece),188,380,71440,Grace Ventures,Cash,Main Yard,0
21/05/2026,INV4804, 10MM IRON ROD (LENGTH) ,78,5890,459420,Site 12 Rehab,Part Payment,Main Yard,0
25/05/2026,INV8450,10mm Iron Rod (length),34,6200,210800,Zenith Builders,Cash,Ikorodu Branch,0
2026-06-17,INV1582,Dangote Cement (bag),54,9500,513000,Kola & Sons,Cash,Ojo Branch,0
30/06/2026,INV2164,Binding Wire (roll),9,"N11,051",99459,Kola & Sons,transfer,Ikorodu Branch,0
08/06/2026,INV6305,Stepping Tiles (carton),24,7500,180000,Chief Nwosu,pos,Main Yard,0
04/06/2026,INV1077,12mm Iron Rod (length),51,8500,433500,Walk-in,pos,Ojo Branch,0
10/06/2026,INV3020, 12MM IRON ROD (LENGTH) ,29,8500,246500,Alhaji Bello,part payment,Main Yard,0
24/06/2026,INV2257,Dangote Cement (bag),147,8516,1251852,Kola & Sons,cash,Ojo Branch,594960
25/06/2026,INV7119,Stepping Tiles (carton),54,6674,360396,Zenith Builders,part payment,Main Yard,0
23/06/2026,INV4720,Blocks 9in (piece),463,450,208350,Kola & Sons,POS,Main Yard,0
22/07/2026,INV8540,Sharp Sand (trip),2,85000,170000,Grace Ventures,Part Payment,Main Yard,0
24/06/2026,INV2386,Blocks 6in (piece),422,380,320720,Zenith Builders,POS,Main Yard,0
19/06/2026,INV4829,Aluminium Roofing (m2),149,6324,942276,Grace Ventures,Transfer,Main Yard,407506
15/05/2026,INV3406,Sharp Sand (trip),3,79519,238557,Site 4 Contractors,POS,Main Yard,0
09/07/2026,INV5200,Dangote Cement (bag),51,9500,484500,Zenith Builders,Cash,Main Yard,186476
09-Jun-2026,INV9997,Blocks 6in (piece),542,349,189158,Eng. Okafor,POS,Ojo Branch,0
21/07/2026,INV3922,Blocks 6in (piece),783,355,277965,Zenith Builders,transfer,Main Yard,139744
10/05/2026,INV7252,Blocks 6in (piece),774,338,261612,Alhaji Bello,cash,Main Yard,0
01/05/2026,INV4086,Granite 3/4 (trip),1,145000,145000,Mrs Adebayo,cash,Ojo Branch,0
29/06/2026,INV7225, GRANITE 3/4 (TRIP) ,2,145000,290000,Kola & Sons,Cash,Main Yard,0
14/05/2026,INV7069,Binding Wire (roll),4,12000,48000,Mrs Adebayo,cash,Main Yard,0
08/05/2026,INV5366,Blocks 6in (piece),628,338,212264,Alhaji Bello,,,0
27/06/2026,INV9075,Stepping Tiles (carton),11,7500,82500,Chief Nwosu,cash,Ikorodu Branch,0
27/05/2026,INV1490,Blocks 9in (piece),243,450,109350,Grace Ventures,Part Payment,Main Yard,0
29/05/2026,INV4326,Binding Wire (roll),8,11076,88608,Chief Nwosu,cash,Main Yard,0
18/06/2026,INV4467,Sharp Sand (trip),2,85000,170000,Site 4 Contractors,,,53363
2026-06-17,INV3043,BUA Cement (bag),127,8724,1107948,Site 4 Contractors,pos,Ikorodu Branch,0
15-Jul-2026,INV6892,Granite 3/4 (trip),1,145000,145000,Grace Ventures,part payment,Ojo Branch,62510
2026-06-27,INV9904,Binding Wire (roll),9,"N10,743",96687,Chief Nwosu,credit,Main Yard,0
19/05/2026,INV9701, BINDING WIRE (ROLL) ,8,10672,85376,Site 12 Rehab,credit,Ikorodu Branch,0
24/07/2026,INV5135,Nails 3in (kg),33,1643,54219,Site 4 Contractors,Cash,Main Yard,0
06/05/2026,INV9874,Stepping Tiles (carton),12,"N7,500",90000,Site 4 Contractors,cash,Ikorodu Branch,0
18/05/2026,INV5560,Stepping Tiles (carton),26,7500,195000,Chief Nwosu,Transfer,Ikorodu Branch,0
2026-06-25,INV1575,Binding Wire (roll),1,12000,12000,Chief Nwosu,Credit,Ikorodu Branch,3475
12/06/2026,INV8675, BLOCKS 6IN (PIECE) ,607,354,214878,Mrs Adebayo,transfer,Ikorodu Branch,0
09/07/2026,INV1706,Granite 3/4 (trip),1,145000,145000,Walk-in,Cash,Ojo Branch,0
06/06/2026,INV3556,Nails 3in (kg),17,1800,30600,Grace Ventures,Transfer,Main Yard,0
23-May-2026,INV5115,Paint Emulsion (20L),9,28000,252000,Kola & Sons,,,68732
02/05/2026,INV7042,Dangote Cement (bag),21,9500,199500,Eng. Okafor,Transfer,Main Yard,75837
15/05/2026,INV3990,Paint Emulsion (20L),13,25332,329316,Eng. Okafor,,,0
02/06/2026,INV4781,Dangote Cement (bag),123,9500,1168500,Site 4 Contractors,Cash,Main Yard,0
24/07/2026,INV8106,PVC Pipe 4in (length),27,4200,113400,Kola & Sons,credit,Main Yard,0
06/07/2026,INV3958,Granite 3/4 (trip),1,145000,145000,Chief Nwosu,transfer,Ojo Branch,0
21/05/2026,INV4390,PVC Pipe 4in (length),19,4200,79800,Zenith Builders,POS,Ikorodu Branch,0
10/06/2026,INV6735,16mm Iron Rod (length),33,14500,478500,Zenith Builders,Credit,Ikorodu Branch,0
2026-05-25,INV6777,Aluminium Roofing (m2),132,6293,830676,Alhaji Bello,Transfer,Main Yard,0
01/05/2026,INV8402,Nails 3in (kg),40,1707,68280,Chief Nwosu,Cash,Main Yard,0
18/06/2026,INV2293,Paint Emulsion (20L),6,28000,168000,Site 4 Contractors,Credit,Main Yard,0
25/06/2026,INV1553,Stepping Tiles (carton),51,"N6,611",337161,Kola & Sons,part payment,Ikorodu Branch,0
26/05/2026,INV1057,16mm Iron Rod (length),40,12783,511320,Zenith Builders,part payment,Main Yard,176764
15/05/2026,INV4356,PVC Pipe 4in (length),25,4200,105000,Eng. Okafor,pos,Ojo Branch,0
09/06/2026,INV8880,Aluminium Roofing (m2),32,6800,217600,Kola & Sons,POS,Ikorodu Branch,0
29/07/2026,INV6571,BUA Cement (bag),30,9200,276000,Kola & Sons,Cash,Main Yard,0
08/05/2026,INV4030,Stepping Tiles (carton),42,7500,315000,Kola & Sons,cash,Main Yard,0
05/05/2026,INV7404,12mm Iron Rod (length),64,7532,482048,Site 12 Rehab,Part Payment,Ojo Branch,0
2026-05-27,INV4014,Aluminium Roofing (m2),45,6800,306000,Mrs Adebayo,cash,Main Yard,0
04/05/2026,INV3832,BUA Cement (bag),119,9200,1094800,Eng. Okafor,Credit,Main Yard,0
12/06/2026,INV3471,BUA Cement (bag),179,8307,1486953,Chief Nwosu,Part Payment,Ojo Branch,0
18/07/2026,INV5789,Stepping Tiles (carton),56,7026,393456,Chief Nwosu,Part Payment,Ikorodu Branch,145923
13/07/2026,INV9355,Paint Emulsion (20L),15,26459,396885,Kola & Sons,cash,Main Yard,0
23/05/2026,INV1640, PVC PIPE 4IN (LENGTH) ,36,3771,135756,Eng. Okafor,Credit,Main Yard,0
18/05/2026,INV8057,Blocks 9in (piece),301,450,135450,Walk-in,Part Payment,Main Yard,0
23/05/2026,INV1953,PVC Pipe 4in (length),37,3730,138010,Grace Ventures,Credit,Main Yard,0
28/05/2026,INV8685,PVC Pipe 4in (length),26,4200,109200,Alhaji Bello,,,0
15/06/2026,INV2323,Dangote Cement (bag),134,8910,1193940,Walk-in,Cash,Ikorodu Branch,514283
18/07/2026,INV8645,12mm Iron Rod (length),59,8154,481086,Site 12 Rehab,transfer,Main Yard,0
2026-05-19,INV9207,Paint Emulsion (20L),9,28000,252000,Site 4 Contractors,credit,Main Yard,0
29/05/2026,INV3647,Dangote Cement (bag),131,8534,1117954,Eng. Okafor,POS,Main Yard,493431
07-May-2026,INV2387, BLOCKS 9IN (PIECE) ,207,450,93150,Eng. Okafor,Transfer,Ojo Branch,0
03-Jul-2026,INV6867,Blocks 6in (piece),563,N337,189731,Eng. Okafor,,,0
2026-06-13,INV2126,Blocks 9in (piece),702,411,288522,Eng. Okafor,POS,Main Yard,0
27/07/2026,INV7932,Blocks 6in (piece),403,380,153140,Site 4 Contractors,Credit,Ojo Branch,80443
21/05/2026,INV4160, PAINT EMULSION (20L) ,12,24867,298404,Grace Ventures,transfer,Ikorodu Branch,0
04/05/2026,INV7904,BUA Cement (bag),19,9200,174800,Grace Ventures,transfer,Main Yard,0
13/05/2026,INV5883,Aluminium Roofing (m2),56,6800,380800,Site 4 Contractors,transfer,Ikorodu Branch,0
07/05/2026,INV4012,Binding Wire (roll),5,12000,60000,Walk-in,pos,Main Yard,0
03/06/2026,INV9213,BUA Cement (bag),124,9200,1140800,Walk-in,credit,Ojo Branch,0
19/05/2026,INV2719, ALUMINIUM ROOFING (M2) ,144,6382,919008,Chief Nwosu,,,0
23/07/2026,INV2964,16mm Iron Rod (length),49,13020,637980,Zenith Builders,Transfer,Main Yard,0
26-May-2026,INV4189, 16MM IRON ROD (LENGTH) ,42,13909,584178,Mrs Adebayo,,,0
2026-05-14,INV7307, GRANITE 3/4 (TRIP) ,2,145000,290000,Eng. Okafor,POS,Main Yard,0
23/07/2026,INV1161,Sharp Sand (trip),2,85000,170000,Site 4 Contractors,transfer,Main Yard,0
10/06/2026,INV8007,Binding Wire (roll),8,11252,90016,Mrs Adebayo,cash,Ojo Branch,0
02/07/2026,INV7742, PAINT EMULSION (20L) ,1,28000,28000,Kola & Sons,credit,Main Yard,0
02/05/2026,INV9867,Blocks 9in (piece),694,412,285928,Site 12 Rehab,transfer,Main Yard,0
14/05/2026,INV4904,Blocks 6in (piece),631,354,223374,Mrs Adebayo,cash,Ikorodu Branch,0
22/07/2026,INV6483,Blocks 6in (piece),417,380,158460,Chief Nwosu,pos,Main Yard,0
12/07/2026,INV8027,Granite 3/4 (trip),2,145000,290000,Zenith Builders,Credit,Main Yard,0
09/05/2026,INV3221,10mm Iron Rod (length),64,5893,377152,Chief Nwosu,POS,Ikorodu Branch,0
05/05/2026,INV4128,Blocks 9in (piece),744,429,319176,Walk-in,part payment,Main Yard,0
21/05/2026,INV9909,Nails 3in (kg),39,"N1,707",66573,Eng. Okafor,POS,Ikorodu Branch,0
18/06/2026,INV1857,Aluminium Roofing (m2),145,6169,894505,Kola & Sons,Part Payment,Main Yard,0
14/05/2026,INV6746,16mm Iron Rod (length),35,14500,507500,Mrs Adebayo,POS,Main Yard,0
07/05/2026,INV2338,Dangote Cement (bag),29,9500,275500,Grace Ventures,Part Payment,Main Yard,0
26/06/2026,INV1454,Blocks 6in (piece),311,380,118180,Grace Ventures,part payment,Ojo Branch,0
2026-07-08,INV5086,Aluminium Roofing (m2),62,6800,421600,Alhaji Bello,POS,Ikorodu Branch,0
18/05/2026,INV7783,Granite 3/4 (trip),2,145000,290000,Grace Ventures,Transfer,Main Yard,0
18/07/2026,INV7077,16mm Iron Rod (length),12,14500,174000,Zenith Builders,Transfer,Ojo Branch,0
29/07/2026,INV1605,Paint Emulsion (20L),15,24711,370665,Alhaji Bello,cash,Ikorodu Branch,0
06/07/2026,INV1597,10mm Iron Rod (length),47,"N6,200",291400,Walk-in,pos,Ojo Branch,0
07/07/2026,INV3877,Blocks 9in (piece),741,410,303810,Walk-in,Transfer,Ojo Branch,0
07-May-2026,INV8176,Paint Emulsion (20L),15,26745,401175,Zenith Builders,Credit,Main Yard,0
07/05/2026,INV7907,Blocks 9in (piece),110,N450,49500,Eng. Okafor,Cash,Main Yard,0
23/05/2026,INV7550,Aluminium Roofing (m2),107,6240,667680,Site 4 Contractors,cash,Main Yard,0
02/05/2026,INV1574,Binding Wire (roll),9,11121,100089,Grace Ventures,Part Payment,Main Yard,0
17-Jun-2026,INV4767,Sharp Sand (trip),1,85000,85000,Kola & Sons,Cash,Ojo Branch,0
2026-05-15,INV3273, SHARP SAND (TRIP) ,2,85000,170000,Site 4 Contractors,transfer,Main Yard,0
2026-05-18,INV2090,Blocks 9in (piece),212,450,95400,Kola & Sons,Cash,Ikorodu Branch,0
16/05/2026,INV2876,Paint Emulsion (20L),11,26409,290499,Site 12 Rehab,part payment,Main Yard,159204
26-May-2026,INV5610,Dangote Cement (bag),123,9500,1168500,Walk-in,Cash,Ikorodu Branch,0
22/06/2026,INV5185,16mm Iron Rod (length),35,14500,507500,Grace Ventures,part payment,Main Yard,0
13/06/2026,INV3919,PVC Pipe 4in (length),48,3871,185808,Site 4 Contractors,credit,Main Yard,0
18/05/2026,INV4897,Aluminium Roofing (m2),51,6800,346800,Site 4 Contractors,POS,Ikorodu Branch,0
10/06/2026,INV5310,Sharp Sand (trip),3,"N75,492",226476,Alhaji Bello,Part Payment,Main Yard,0
03/06/2026,INV5074,Blocks 9in (piece),640,398,254720,Site 4 Contractors,pos,Ojo Branch,0
23/05/2026,INV5414,Paint Emulsion (20L),15,24765,371475,Chief Nwosu,Credit,Main Yard,0
28-Jul-2026,INV3338,12mm Iron Rod (length),68,8123,552364,Mrs Adebayo,Transfer,Main Yard,0
23/06/2026,INV1035,Blocks 9in (piece),148,N450,66600,Kola & Sons,Credit,Main Yard,20328
16/06/2026,INV3770,Granite 3/4 (trip),1,145000,145000,Site 12 Rehab,,,0
19/05/2026,INV2383,Stepping Tiles (carton),26,7500,195000,Grace Ventures,,,0
12/05/2026,INV9215,10mm Iron Rod (length),28,6200,173600,Zenith Builders,Part Payment,Ikorodu Branch,0
02/05/2026,INV2849,Granite 3/4 (trip),1,145000,145000,Chief Nwosu,Credit,Main Yard,0
28/05/2026,INV8770,Aluminium Roofing (m2),44,6800,299200,Chief Nwosu,transfer,Main Yard,0
2026-07-18,INV1540,Aluminium Roofing (m2),138,"N6,171",851598,Eng. Okafor,Cash,Main Yard,0
26/05/2026,INV3662,Sharp Sand (trip),3,75972,227916,Grace Ventures,POS,Main Yard,0
06/05/2026,INV5896,Paint Emulsion (20L),10,24751,247510,Kola & Sons,pos,Main Yard,0
23/05/2026,INV5576,Granite 3/4 (trip),1,145000,145000,Grace Ventures,Transfer,Main Yard,69896
14/05/2026,INV9501,Binding Wire (roll),5,12000,60000,Zenith Builders,POS,Ojo Branch,0
12-Jun-2026,INV1110,12mm Iron Rod (length),43,8500,365500,Walk-in,Credit,Main Yard,0
2026-06-07,INV5743,Granite 3/4 (trip),2,145000,290000,Zenith Builders,Cash,Main Yard,0
02/05/2026,INV4341,Aluminium Roofing (m2),38,6800,258400,Site 4 Contractors,,,0
06/05/2026,INV8917,10mm Iron Rod (length),51,6200,316200,Site 12 Rehab,part payment,Main Yard,160944
2026-07-06,INV3712,12mm Iron Rod (length),34,8500,289000,Site 12 Rehab,transfer,Main Yard,0
15/07/2026,INV8922,Sharp Sand (trip),1,85000,850000,Zenith Builders,POS,Ikorodu Branch,49214
09/05/2026,INV2190,BUA Cement (bag),121,9200,1113200,Kola & Sons,POS,Main Yard,0
14/07/2026,INV6160,BUA Cement (bag),55,9200,506000,Site 12 Rehab,cash,Ikorodu Branch,0
23-Jun-2026,INV7663,Blocks 6in (piece),400,380,152000,Chief Nwosu,pos,Main Yard,0
11/06/2026,INV5144,Aluminium Roofing (m2),46,6800,312800,Kola & Sons,pos,Ojo Branch,107003
25/07/2026,INV9422,16mm Iron Rod (length),57,12998,740886,Site 4 Contractors,Cash,Main Yard,0
08-May-2026,INV3441,Dangote Cement (bag),62,"N9,500",589000,Site 4 Contractors,Part Payment,Main Yard,0
2026-06-02,INV2049,Blocks 6in (piece),368,380,139840,Chief Nwosu,Part Payment,Ikorodu Branch,0
03/07/2026,INV2646,Dangote Cement (bag),183,8459,1547997,Kola & Sons,Part Payment,Ikorodu Branch,0
09/06/2026,INV5565,Blocks 6in (piece),726,336,243936,Alhaji Bello,Cash,Main Yard,118691
08/06/2026,INV4415,BUA Cement (bag),116,9200,1067200,Kola & Sons,Credit,Ikorodu Branch,0
01/07/2026,INV6903,Blocks 9in (piece),340,450,153000,Site 4 Contractors,part payment,Ikorodu Branch,0
15/07/2026,INV8774,Blocks 6in (piece),547,353,193091,Eng. Okafor,pos,Main Yard,0
22/05/2026,INV3725,Blocks 9in (piece),584,405,236520,Chief Nwosu,pos,Ikorodu Branch,0
21/05/2026,INV6942,10mm Iron Rod (length),44,6200,272800,Site 12 Rehab,Cash,Ojo Branch,0
19/05/2026,INV7356,Blocks 9in (piece),606,413,250278,Grace Ventures,Transfer,Ikorodu Branch,0
22/06/2026,INV8323,10mm Iron Rod (length),62,6200,384400,Kola & Sons,Part Payment,Main Yard,0
27/06/2026,INV2304,PVC Pipe 4in (length),44,3843,169092,Site 12 Rehab,,,0
08/07/2026,INV8767,Granite 3/4 (trip),2,145000,290000,Mrs Adebayo,transfer,Main Yard,0
07/07/2026,INV5525,PVC Pipe 4in (length),23,"N4,200",96600,Chief Nwosu,pos,Main Yard,0
01/05/2026,INV8316,Granite 3/4 (trip),3,134721,404163,Site 4 Contractors,POS,Main Yard,0
16/06/2026,INV1902,Granite 3/4 (trip),2,145000,290000,Chief Nwosu,cash,Ojo Branch,0
29/05/2026,INV9975,Granite 3/4 (trip),3,137163,411489,Walk-in,Transfer,Main Yard,0
24/07/2026,INV3351,16mm Iron Rod (length),5,14500,72500,Alhaji Bello,POS,Ojo Branch,0
06/07/2026,INV3662,10mm Iron Rod (length),64,5513,352832,Zenith Builders,Part Payment,Main Yard,161070
28/05/2026,INV5544,BUA Cement (bag),199,8401,1671799,Grace Ventures,part payment,Ikorodu Branch,604319
01/06/2026,INV9684,PVC Pipe 4in (length),12,4200,50400,Site 12 Rehab,pos,Ikorodu Branch,0
29/06/2026,INV3039,BUA Cement (bag),157,8775,1377675,Mrs Adebayo,Transfer,Ojo Branch,0
10/07/2026,INV9547,Granite 3/4 (trip),2,145000,290000,Grace Ventures,Part Payment,Main Yard,0
01/05/2026,INV3580,Sharp Sand (trip),2,85000,170000,Site 12 Rehab,Transfer,Main Yard,93810
07/05/2026,INV4237,Blocks 6in (piece),137,380,52060,Mrs Adebayo,pos,Main Yard,0
15/06/2026,INV7556,Binding Wire (roll),4,12000,48000,Zenith Builders,Part Payment,Main Yard,0
09-Jun-2026,INV7051,Granite 3/4 (trip),1,145000,145000,Site 4 Contractors,pos,Ikorodu Branch,0
13-Jul-2026,INV3813,12mm Iron Rod (length),52,7588,394576,Kola & Sons,Transfer,Main Yard,0
18/07/2026,INV4983,Sharp Sand (trip),2,85000,170000,Walk-in,Transfer,Ojo Branch,0
22/05/2026,INV2173,BUA Cement (bag),79,9200,726800,Walk-in,transfer,Main Yard,0
17/05/2026,INV8216,PVC Pipe 4in (length),20,4200,84000,Grace Ventures,Cash,Main Yard,0
01/06/2026,INV9285,Dangote Cement (bag),129,8950,1154550,Walk-in,pos,Main Yard,473739
25/06/2026,INV9524,Nails 3in (kg),39,1660,64740,Site 4 Contractors,Part Payment,Main Yard,0
14/05/2026,INV9894,16mm Iron Rod (length),54,12847,693738,Kola & Sons,Transfer,Main Yard,267495
22/05/2026,INV8532,PVC Pipe 4in (length),41,"N3,731",152971,Grace Ventures,Credit,Main Yard,0
11/07/2026,INV8861,Blocks 9in (piece),344,450,154800,Site 12 Rehab,part payment,Main Yard,0
13/05/2026,INV9190, STEPPING TILES (CARTON) ,34,7500,255000,Site 4 Contractors,POS,Main Yard,0
02/06/2026,INV1964,BUA Cement (bag),89,9200,818800,Chief Nwosu,credit,Main Yard,198240
15/05/2026,INV7487,Sharp Sand (trip),2,85000,170000,Mrs Adebayo,POS,Ikorodu Branch,0
28/07/2026,INV5599,Blocks 9in (piece),532,450,239400,Zenith Builders,Cash,Ikorodu Branch,0
01-Jun-2026,INV2282,Stepping Tiles (carton),28,7500,210000,Alhaji Bello,Credit,Main Yard,0
18/05/2026,INV8762,Stepping Tiles (carton),60,7045,422700,Site 4 Contractors,credit,Ojo Branch,147254
15/07/2026,INV7343,Binding Wire (roll),6,12000,72000,Site 12 Rehab,Transfer,Main Yard,0
18/05/2026,INV6857,10mm Iron Rod (length),49,6200,303800,Alhaji Bello,Transfer,Main Yard,0
20/06/2026,INV8557,Dangote Cement (bag),32,9500,304000,Site 4 Contractors,POS,Main Yard,0
13/05/2026,INV1958,Paint Emulsion (20L),10,25129,251290,Chief Nwosu,pos,Main Yard,0
03/06/2026,INV1311,Aluminium Roofing (m2),131,"N6,056",793336,Site 12 Rehab,Cash,Main Yard,0
01/06/2026,INV1772,Blocks 6in (piece),555,337,187035,Zenith Builders,Transfer,Ojo Branch,50045
15/05/2026,INV5159,Sharp Sand (trip),2,85000,170000,Kola & Sons,part payment,Main Yard,0
26/05/2026,INV6704,PVC Pipe 4in (length),15,4200,63000,Walk-in,Cash,Ojo Branch,0
13/07/2026,INV9538,16mm Iron Rod (length),47,12892,605924,Alhaji Bello,Part Payment,Ojo Branch,0
06/05/2026,INV5565,PVC Pipe 4in (length),41,3930,161130,Mrs Adebayo,Cash,Ikorodu Branch,0
02/06/2026,INV5962, GRANITE 3/4 (TRIP) ,1,145000,145000,Grace Ventures,Part Payment,Main Yard,0
04/06/2026,INV2216,Nails 3in (kg),26,1800,46800,Alhaji Bello,,,23037
16/05/2026,INV3142,16mm Iron Rod (length),52,12968,674336,Mrs Adebayo,cash,Main Yard,173423
24/06/2026,INV7676, BINDING WIRE (ROLL) ,7,11267,78869,Site 4 Contractors,,,43839
25/06/2026,INV3437,Paint Emulsion (20L),4,28000,112000,Kola & Sons,POS,Main Yard,47481
18/05/2026,INV9253,12mm Iron Rod (length),18,8500,153000,Chief Nwosu,POS,Main Yard,0
02/05/2026,INV6096,Dangote Cement (bag),163,8843,1441409,Site 4 Contractors,Transfer,Ojo Branch,0
2026-07-16,INV1415,PVC Pipe 4in (length),20,4200,84000,Zenith Builders,Transfer,Main Yard,0
17/07/2026,INV5179,Sharp Sand (trip),2,85000,170000,Grace Ventures,POS,Ikorodu Branch,0
22-Jun-2026,INV3965,16mm Iron Rod (length),20,14500,290000,Eng. Okafor,transfer,Main Yard,58838
20/06/2026,INV9645,Nails 3in (kg),40,1649,65960,Mrs Adebayo,transfer,Ikorodu Branch,0
04-May-2026,INV5556,Nails 3in (kg),33,1630,53790,Alhaji Bello,part payment,Ikorodu Branch,0
22/05/2026,INV5985,12mm Iron Rod (length),48,8500,408000,Walk-in,part payment,Ikorodu Branch,0
20/05/2026,INV3684,Blocks 6in (piece),699,344,240456,Kola & Sons,pos,Ikorodu Branch,0
2026-05-06,INV2204,Dangote Cement (bag),158,9111,1439538,Mrs Adebayo,credit,Ojo Branch,0
2026-05-07,INV7926, STEPPING TILES (CARTON) ,28,7500,210000,Site 12 Rehab,part payment,Ikorodu Branch,48860
09/05/2026,INV5014,Stepping Tiles (carton),54,6790,366660,Chief Nwosu,POS,Main Yard,0
16/06/2026,INV7701,PVC Pipe 4in (length),11,4200,46200,Walk-in,Credit,Main Yard,0
07-May-2026,INV7192,Nails 3in (kg),27,1800,48600,Grace Ventures,POS,Main Yard,0
06/06/2026,INV4662,Granite 3/4 (trip),1,145000,145000,Site 4 Contractors,Credit,Main Yard,0
27/07/2026,INV3827,Nails 3in (kg),11,"N1,800",19800,Eng. Okafor,Credit,Main Yard,5572
02/07/2026,INV9475,Sharp Sand (trip),3,78538,235614,Zenith Builders,credit,Ojo Branch,0
2026-05-14,INV5662,Granite 3/4 (trip),2,145000,290000,Zenith Builders,Cash,Main Yard,0
2026-06-01,INV7223,Aluminium Roofing (m2),145,5985,867825,Grace Ventures,Credit,Main Yard,0
23/06/2026,INV1033,BUA Cement (bag),144,8765,1262160,Mrs Adebayo,cash,Main Yard,0
25/05/2026,INV8449,Stepping Tiles (carton),59,6653,392527,Site 12 Rehab,credit,Main Yard,0
23/07/2026,INV2531,16mm Iron Rod (length),22,14500,319000,Site 12 Rehab,credit,Ojo Branch,0
19/06/2026,INV2100,Binding Wire (roll),3,12000,36000,Grace Ventures,transfer,Main Yard,0
06/05/2026,INV6631,Binding Wire (roll),8,11019,88152,Eng. Okafor,Transfer,Main Yard,0
02/07/2026,INV3498,Nails 3in (kg),26,1800,46800,Chief Nwosu,Part Payment,Ikorodu Branch,0
2026-06-18,INV9025,Stepping Tiles (carton),48,6924,332352,Site 12 Rehab,Transfer,Main Yard,140396
15/06/2026,INV8708,Aluminium Roofing (m2),88,6800,598400,Alhaji Bello,Part Payment,Ikorodu Branch,0
20/06/2026,INV2437, BINDING WIRE (ROLL) ,2,12000,24000,Site 12 Rehab,pos,Main Yard,13534
30/06/2026,INV1186,PVC Pipe 4in (length),46,3757,172822,Site 4 Contractors,cash,Main Yard,0
20/05/2026,INV9021,Binding Wire (roll),10,10713,107130,Walk-in,part payment,Main Yard,0
